Index,Day,ID,daylength,leaves,days_since_germ,days_since_trueleaf,,,,,,ID,Day_length,Mutilated,Date_germ,Date_trueleaf,Days from germination to first true leaf,Date 2nd leaf,Date infl. emerge,germ to repro,true leaf to repro
340,11/26/2022,S6,Short,8,65,53,,,,,,,,,,,,,,,
341,11/28/2022,S6,Short,10,67,55,,,,,,,,,,,,,,,
342,11/30/2022,S6,Short,10,69,57,,,,,,,,,,,,,,,
343,12/2/2022,S6,Short,10,71,59,,,,,,,,,,,,,,,
344,12/4/2022,S6,Short,10,73,61,,,,,,,,,,,,,,,
345,12/6/2022,S6,Short,12,75,63,,,,,,,,,,,,,,,
346,12/10/2022,S6,Short,NA,79,67,,,,,,,,,,,,,,,
347,12/11/2022,S6,Short,NA,80,68,,,,,,,,,,,,,,,
348,12/13/2022,S6,Short,NA,82,70,,,,,,,,,,,,,,,
349,12/15/2022,S6,Short,NA,84,72,,,,,,,,,,,,,,,
350,12/17/2022,S6,Short,NA,86,74,,,,,,,,,,,,,,,
351,9/28/2022,S7A,Short,NA,5,,,,,,,,,,,,,,,,
352,9/29/2022,S7A,Short,NA,6,,,,,,,,,,,,,,,,
353,9/30/2022,S7A,Short,NA,7,,,,,,,,,,,,,,,,
354,10/1/2022,S7A,Short,NA,8,,,,,,,,,,,,,,,,
355,10/2/2022,S7A,Short,NA,9,,,,,,,,,,,,,,,,
356,10/3/2022,S7A,Short,NA,10,,,,,,,,,,,,,,,,
357,10/4/2022,S7A,Short,NA,11,,,,,,,,,,,,,,,,
358,10/5/2022,S7A,Short,NA,12,,,,,,,,,,,,,,,,
359,10/6/2022,S7A,Short,NA,13,,,,,,,,,,,,,,,,
360,10/7/2022,S7A,Short,NA,14,,,,,,,,,,,,,,,,
361,10/8/2022,S7A,Short,NA,15,,,,,,,,,,,,,,,,
362,10/9/2022,S7A,Short,NA,16,,,,,,,,,,,,,,,,
363,10/10/2022,S7A,Short,NA,17,,,,,,,,,,,,,,,,
364,10/11/2022,S7A,Short,NA,18,,,,,,,,,,,,,,,,
365,10/12/2022,S7A,Short,NA,19,,,,,,,,,,,,,,,,
366,10/13/2022,S7A,Short,NA,20,,,,,,,,,,,,,,,,
367,10/14/2022,S7A,Short,2,21,13,,,,,,,,,,,,,,,
368,10/15/2022,S7A,Short,NA,22,14,,,,,,,,,,,,,,,
369,10/16/2022,S7A,Short,NA,23,15,,,,,,,,,,,,,,,
370,10/17/2022,S7A,Short,NA,24,16,,,,,,,,,,,,,,,
371,10/18/2022,S7A,Short,NA,25,17,,,,,,,,,,,,,,,
372,10/19/2022,S7A,Short,NA,26,18,,,,,,,,,,,,,,,
373,10/21/2022,S7A,Short,3,28,20,,,,,,,,,,,,,,,
374,10/24/2022,S7A,Short,NA,31,23,,,,,,,,,,,,,,,
375,10/24/2022,S7A,Short,3,31,23,,,,,,,,,,,,,,,
376,10/25/2022,S7A,Short,NA,32,24,,,,,,,,,,,,,,,
377,10/26/2022,S7A,Short,3,33,25,,,,,,,,,,,,,,,
378,10/27/2022,S7A,Short,3,34,26,,,,,,,,,,,,,,,
379,10/31/2022,S7A,Short,4,38,30,,,,,,,,,,,,,,,
380,11/2/2022,S7A,Short,4,40,32,,,,,,,,,,,,,,,
381,11/4/2022,S7A,Short,4,42,34,,,,,,,,,,,,,,,
382,11/7/2022,S7A,Short,5,45,37,,,,,,,,,,,,,,,
383,11/9/2022,S7A,Short,6,47,39,,,,,,,,,,,,,,,
384,11/11/2022,S7A,Short,7,49,41,,,,,,,,,,,,,,,
385,11/14/2022,S7A,Short,7,52,44,,,,,,,,,,,,,,,
386,11/16/2022,S7A,Short,8,54,46,,,,,,,,,,,,,,,
387,11/18/2022,S7A,Short,9,56,48,,,,,,,,,,,,,,,
388,11/20/2022,S7A,Short,10,58,50,,,,,,,,,,,,,,,
389,11/23/2022,S7A,Short,10,61,53,,,,,,,,,,,,,,,
390,11/26/2022,S7A,Short,11,64,56,,,,,,,,,,,,,,,
391,11/28/2022,S7A,Short,12,66,58,,,,,,,,,,,,,,,
392,11/30/2022,S7A,Short,13,68,60,,,,,,,,,,,,,,,
393,12/2/2022,S7A,Short,15,70,62,,,,,,,,,,,,,,,
394,12/4/2022,S7A,Short,15,72,64,,,,,,,,,,,,,,,
395,12/6/2022,S7A,Short,17,74,66,,,,,,,,,,,,,,,
396,12/10/2022,S7A,Short,18,78,70,,,,,,,,,,,,,,,
397,12/11/2022,S7A,Short,NA,79,71,,,,,,,,,,,,,,,
398,12/13/2022,S7A,Short,18,81,73,,,,,,,,,,,,,,,
399,12/15/2022,S7A,Short,18,83,75,,,,,,,,,,,,,,,
400,12/17/2022,S7A,Short,18,85,77,,,,,,,,,,,,,,,
401,9/28/2022,S7B,Short,NA,5,,,,,,,,,,,,,,,,
402,9/29/2022,S7B,Short,NA,6,,,,,,,,,,,,,,,,
403,9/30/2022,S7B,Short,NA,7,,,,,,,,,,,,,,,,
404,10/1/2022,S7B,Short,NA,8,,,,,,,,,,,,,,,,
405,10/2/2022,S7B,Short,NA,9,,,,,,,,,,,,,,,,
406,10/3/2022,S7B,Short,NA,10,,,,,,,,,,,,,,,,
407,10/4/2022,S7B,Short,NA,11,,,,,,,,,,,,,,,,
408,10/5/2022,S7B,Short,NA,12,,,,,,,,,,,,,,,,
409,10/6/2022,S7B,Short,NA,13,,,,,,,,,,,,,,,,
410,10/7/2022,S7B,Short,NA,14,,,,,,,,,,,,,,,,
411,10/8/2022,S7B,Short,NA,15,,,,,,,,,,,,,,,,
412,10/9/2022,S7B,Short,NA,16,,,,,,,,,,,,,,,,
413,10/10/2022,S7B,Short,NA,17,,,,,,,,,,,,,,,,
414,10/11/2022,S7B,Short,NA,18,,,,,,,,,,,,,,,,
415,10/12/2022,S7B,Short,NA,19,,,,,,,,,,,,,,,,
416,10/13/2022,S7B,Short,NA,20,,,,,,,,,,,,,,,,
417,10/14/2022,S7B,Short,NA,21,,,,,,,,,,,,,,,,
418,10/15/2022,S7B,Short,NA,22,,,,,,,,,,,,,,,,
419,10/16/2022,S7B,Short,NA,23,,,,,,,,,,,,,,,,
420,10/17/2022,S7B,Short,NA,24,,,,,,,,,,,,,,,,
421,10/18/2022,S7B,Short,NA,25,,,,,,,,,,,,,,,,
422,10/19/2022,S7B,Short,NA,26,,,,,,,,,,,,,,,,
423,10/21/2022,S7B,Short,NA,28,,,,,,,,,,,,,,,,
424,10/24/2022,S7B,Short,NA,31,,,,,,,,,,,,,,,,
425,10/24/2022,S7B,Short,NA,31,,,,,,,,,,,,,,,,
426,10/25/2022,S7B,Short,NA,32,,,,,,,,,,,,,,,,
427,10/26/2022,S7B,Short,NA,33,,,,,,,,,,,,,,,,
428,10/27/2022,S7B,Short,NA,34,,,,,,,,,,,,,,,,
429,10/31/2022,S7B,Short,NA,38,,,,,,,,,,,,,,,,
430,11/2/2022,S7B,Short,4,40,32,,,,,,,,,,,,,,,
431,11/4/2022,S7B,Short,4,42,34,,,,,,,,,,,,,,,
432,11/7/2022,S7B,Short,5,45,37,,,,,,,,,,,,,,,
433,11/9/2022,S7B,Short,5,47,39,,,,,,,,,,,,,,,
434,11/11/2022,S7B,Short,6,49,41,,,,,,,,,,,,,,,
435,11/14/2022,S7B,Short,7,52,44,,,,,,,,,,,,,,,
436,11/16/2022,S7B,Short,7,54,46,,,,,,,,,,,,,,,
437,11/18/2022,S7B,Short,8,56,48,,,,,,,,,,,,,,,
438,11/20/2022,S7B,Short,8,58,50,,,,,,,,,,,,,,,
439,11/23/2022,S7B,Short,9,61,53,,,,,,,,,,,,,,,
440,11/26/2022,S7B,Short,11,64,56,,,,,,,,,,,,,,,
441,11/28/2022,S7B,Short,11,66,58,,,,,,,,,,,,,,,
442,11/30/2022,S7B,Short,11,68,60,,,,,,,,,,,,,,,
443,12/2/2022,S7B,Short,12,70,62,,,,,,,,,,,,,,,
444,12/4/2022,S7B,Short,13,72,64,,,,,,,,,,,,,,,
445,12/6/2022,S7B,Short,14,74,66,,,,,,,,,,,,,,,
446,12/10/2022,S7B,Short,16,78,70,,,,,,,,,,,,,,,
447,12/11/2022,S7B,Short,NA,79,71,,,,,,,,,,,,,,,
448,12/13/2022,S7B,Short,16,81,73,,,,,,,,,,,,,,,
449,12/15/2022,S7B,Short,17,83,75,,,,,,,,,,,,,,,
450,12/17/2022,S7B,Short,17,85,77,,,,,,,,,,,,,,,
451,9/28/2022,S9,Short,NA,5,,,,,,,,,,,,,,,,
452,9/29/2022,S9,Short,NA,6,,,,,,,,,,,,,,,,
453,9/30/2022,S9,Short,NA,7,,,,,,,,,,,,,,,,
454,10/1/2022,S9,Short,NA,8,,,,,,,,,,,,,,,,
455,10/2/2022,S9,Short,NA,9,,,,,,,,,,,,,,,,
456,10/3/2022,S9,Short,NA,10,,,,,,,,,,,,,,,,
457,10/4/2022,S9,Short,NA,11,,,,,,,,,,,,,,,,
458,10/5/2022,S9,Short,NA,12,,,,,,,,,,,,,,,,
459,10/6/2022,S9,Short,NA,13,,,,,,,,,,,,,,,,
460,10/7/2022,S9,Short,2,14,7,,,,,,,,,,,,,,,
461,10/8/2022,S9,Short,NA,15,8,,,,,,,,,,,,,,,
462,10/9/2022,S9,Short,NA,16,9,,,,,,,,,,,,,,,
463,10/10/2022,S9,Short,NA,17,10,,,,,,,,,,,,,,,
464,10/11/2022,S9,Short,NA,18,11,,,,,,,,,,,,,,,
465,10/12/2022,S9,Short,NA,19,12,,,,,,,,,,,,,,,
466,10/13/2022,S9,Short,NA,20,13,,,,,,,,,,,,,,,
467,10/14/2022,S9,Short,NA,21,14,,,,,,,,,,,,,,,
468,10/15/2022,S9,Short,NA,22,15,,,,,,,,,,,,,,,
469,10/16/2022,S9,Short,NA,23,16,,,,,,,,,,,,,,,
470,10/17/2022,S9,Short,NA,24,17,,,,,,,,,,,,,,,
471,10/18/2022,S9,Short,NA,25,18,,,,,,,,,,,,,,,
472,10/19/2022,S9,Short,4,26,19,,,,,,,,,,,,,,,
473,10/21/2022,S9,Short,NA,28,21,,,,,,,,,,,,,,,
474,10/24/2022,S9,Short,5,31,24,,,,,,,,,,,,,,,
475,10/24/2022,S9,Short,5,31,24,,,,,,,,,,,,,,,
476,10/25/2022,S9,Short,NA,32,25,,,,,,,,,,,,,,,
477,10/26/2022,S9,Short,5,33,26,,,,,,,,,,,,,,,
478,10/27/2022,S9,Short,5,34,27,,,,,,,,,,,,,,,
479,10/31/2022,S9,Short,6,38,31,,,,,,,,,,,,,,,
480,11/2/2022,S9,Short,6,40,33,,,,,,,,,,,,,,,
481,11/4/2022,S9,Short,6,42,35,,,,,,,,,,,,,,,
482,11/7/2022,S9,Short,7,45,38,,,,,,,,,,,,,,,
483,11/9/2022,S9,Short,7,47,40,,,,,,,,,,,,,,,
484,11/11/2022,S9,Short,8,49,42,,,,,,,,,,,,,,,
485,11/14/2022,S9,Short,8,52,45,,,,,,,,,,,,,,,
486,11/16/2022,S9,Short,9,54,47,,,,,,,,,,,,,,,
487,11/18/2022,S9,Short,10,56,49,,,,,,,,,,,,,,,
488,11/20/2022,S9,Short,11,58,51,,,,,,,,,,,,,,,
489,11/23/2022,S9,Short,11,61,54,,,,,,,,,,,,,,,
490,11/26/2022,S9,Short,12,64,57,,,,,,,,,,,,,,,
491,11/28/2022,S9,Short,12,66,59,,,,,,,,,,,,,,,
492,11/30/2022,S9,Short,12,68,61,,,,,,,,,,,,,,,
493,12/2/2022,S9,Short,12,70,63,,,,,,,,,,,,,,,
494,12/4/2022,S9,Short,13,72,65,,,,,,,,,,,,,,,
495,12/6/2022,S9,Short,13,74,67,,,,,,,,,,,,,,,
496,12/10/2022,S9,Short,15,78,71,,,,,,,,,,,,,,,
497,12/11/2022,S9,Short,NA,79,72,,,,,,,,,,,,,,,
498,12/13/2022,S9,Short,15,81,74,,,,,,,,,,,,,,,
499,12/15/2022,S9,Short,18,83,76,,,,,,,,,,,,,,,
500,12/17/2022,S9,Short,18,85,78,,,,,,,,,,,,,,,
501,9/28/2022,S10,Short,NA,5,,,,,,,,,,,,,,,,
502,9/29/2022,S10,Short,NA,6,,,,,,,,,,,,,,,,
503,9/30/2022,S10,Short,NA,7,,,,,,,,,,,,,,,,
504,10/1/2022,S10,Short,NA,8,,,,,,,,,,,,,,,,
505,10/2/2022,S10,Short,NA,9,,,,,,,,,,,,,,,,
506,10/3/2022,S10,Short,NA,10,,,,,,,,,,,,,,,,
507,10/4/2022,S10,Short,NA,11,,,,,,,,,,,,,,,,
508,10/5/2022,S10,Short,NA,12,,,,,,,,,,,,,,,,
509,10/6/2022,S10,Short,NA,13,,,,,,,,,,,,,,,,
510,10/7/2022,S10,Short,NA,14,,,,,,,,,,,,,,,,
511,10/8/2022,S10,Short,NA,15,,,,,,,,,,,,,,,,
512,10/9/2022,S10,Short,NA,16,,,,,,,,,,,,,,,,
513,10/10/2022,S10,Short,NA,17,,,,,,,,,,,,,,,,
514,10/11/2022,S10,Short,NA,18,,,,,,,,,,,,,,,,
515,10/12/2022,S10,Short,NA,19,,,,,,,,,,,,,,,,
516,10/13/2022,S10,Short,NA,20,,,,,,,,,,,,,,,,
517,10/14/2022,S10,Short,NA,21,,,,,,,,,,,,,,,,
518,10/15/2022,S10,Short,NA,22,,,,,,,,,,,,,,,,
519,10/16/2022,S10,Short,NA,23,,,,,,,,,,,,,,,,
520,10/17/2022,S10,Short,NA,24,,,,,,,,,,,,,,,,
521,10/18/2022,S10,Short,NA,25,,,,,,,,,,,,,,,,
522,10/19/2022,S10,Short,NA,26,,,,,,,,,,,,,,,,
523,10/21/2022,S10,Short,NA,28,,,,,,,,,,,,,,,,
524,10/24/2022,S10,Short,NA,31,,,,,,,,,,,,,,,,
525,10/24/2022,S10,Short,2,31,23,,,,,,,,,,,,,,,
526,10/25/2022,S10,Short,NA,32,24,,,,,,,,,,,,,,,
527,10/26/2022,S10,Short,3,33,25,,,,,,,,,,,,,,,
528,10/27/2022,S10,Short,3,34,26,,,,,,,,,,,,,,,
529,10/31/2022,S10,Short,3,38,30,,,,,,,,,,,,,,,
530,11/2/2022,S10,Short,3,40,32,,,,,,,,,,,,,,,
531,11/4/2022,S10,Short,3,42,34,,,,,,,,,,,,,,,
532,11/7/2022,S10,Short,4,45,37,,,,,,,,,,,,,,,
533,11/9/2022,S10,Short,5,47,39,,,,,,,,,,,,,,,
534,11/11/2022,S10,Short,5,49,41,,,,,,,,,,,,,,,
535,11/14/2022,S10,Short,6,52,44,,,,,,,,,,,,,,,
536,11/16/2022,S10,Short,6,54,46,,,,,,,,,,,,,,,
537,11/18/2022,S10,Short,6,56,48,,,,,,,,,,,,,,,
538,11/20/2022,S10,Short,6,58,50,,,,,,,,,,,,,,,
539,11/23/2022,S10,Short,7,61,53,,,,,,,,,,,,,,,
540,11/26/2022,S10,Short,8,64,56,,,,,,,,,,,,,,,
541,11/28/2022,S10,Short,9,66,58,,,,,,,,,,,,,,,
542,11/30/2022,S10,Short,9,68,60,,,,,,,,,,,,,,,
543,12/2/2022,S10,Short,10,70,62,,,,,,,,,,,,,,,
544,12/4/2022,S10,Short,11,72,64,,,,,,,,,,,,,,,
545,12/6/2022,S10,Short,12,74,66,,,,,,,,,,,,,,,
546,12/10/2022,S10,Short,12,78,70,,,,,,,,,,,,,,,
547,12/11/2022,S10,Short,NA,79,71,,,,,,,,,,,,,,,
548,12/13/2022,S10,Short,12,81,73,,,,,,,,,,,,,,,
549,12/15/2022,S10,Short,12,83,75,,,,,,,,,,,,,,,
550,12/17/2022,S10,Short,13,85,77,,,,,,,,,,,,,,,
551,9/28/2022,S11,Short,NA,5,,,,,,,,,,,,,,,,
552,9/29/2022,S11,Short,NA,6,,,,,,,,,,,,,,,,
553,9/30/2022,S11,Short,NA,7,,,,,,,,,,,,,,,,
554,10/1/2022,S11,Short,NA,8,,,,,,,,,,,,,,,,
555,10/2/2022,S11,Short,NA,9,,,,,,,,,,,,,,,,
556,10/3/2022,S11,Short,NA,10,,,,,,,,,,,,,,,,
557,10/4/2022,S11,Short,NA,11,,,,,,,,,,,,,,,,
558,10/5/2022,S11,Short,2,12,4,,,,,,,,,,,,,,,
559,10/6/2022,S11,Short,NA,13,5,,,,,,,,,,,,,,,
560,10/7/2022,S11,Short,NA,14,6,,,,,,,,,,,,,,,
561,10/8/2022,S11,Short,NA,15,7,,,,,,,,,,,,,,,
562,10/9/2022,S11,Short,NA,16,8,,,,,,,,,,,,,,,
563,10/10/2022,S11,Short,NA,17,9,,,,,,,,,,,,,,,
564,10/11/2022,S11,Short,NA,18,10,,,,,,,,,,,,,,,
565,10/12/2022,S11,Short,NA,19,11,,,,,,,,,,,,,,,
566,10/13/2022,S11,Short,NA,20,12,,,,,,,,,,,,,,,
567,10/14/2022,S11,Short,NA,21,13,,,,,,,,,,,,,,,
568,10/15/2022,S11,Short,NA,22,14,,,,,,,,,,,,,,,
569,10/16/2022,S11,Short,NA,23,15,,,,,,,,,,,,,,,
570,10/17/2022,S11,Short,NA,24,16,,,,,,,,,,,,,,,
571,10/18/2022,S11,Short,NA,25,17,,,,,,,,,,,,,,,
572,10/19/2022,S11,Short,4,26,18,,,,,,,,,,,,,,,
573,10/21/2022,S11,Short,5,28,20,,,,,,,,,,,,,,,
574,10/24/2022,S11,Short,NA,31,23,,,,,,,,,,,,,,,
575,10/24/2022,S11,Short,5,31,23,,,,,,,,,,,,,,,
576,10/25/2022,S11,Short,NA,32,24,,,,,,,,,,,,,,,
577,10/26/2022,S11,Short,NA,33,25,,,,,,,,,,,,,,,
578,10/27/2022,S11,Short,6,34,26,,,,,,,,,,,,,,,
579,10/31/2022,S11,Short,6,38,30,,,,,,,,,,,,,,,
580,11/2/2022,S11,Short,6,40,32,,,,,,,,,,,,,,,
581,11/4/2022,S11,Short,6,42,34,,,,,,,,,,,,,,,
582,11/7/2022,S11,Short,6,45,37,,,,,,,,,,,,,,,
583,11/9/2022,S11,Short,7,47,39,,,,,,,,,,,,,,,
584,11/11/2022,S11,Short,8,49,41,,,,,,,,,,,,,,,
585,11/14/2022,S11,Short,9,52,44,,,,,,,,,,,,,,,
586,11/16/2022,S11,Short,10,54,46,,,,,,,,,,,,,,,
587,11/18/2022,S11,Short,11,56,48,,,,,,,,,,,,,,,
588,11/20/2022,S11,Short,12,58,50,,,,,,,,,,,,,,,
589,11/23/2022,S11,Short,12,61,53,,,,,,,,,,,,,,,
590,11/26/2022,S11,Short,12,64,56,,,,,,,,,,,,,,,
591,11/28/2022,S11,Short,14,66,58,,,,,,,,,,,,,,,
592,11/30/2022,S11,Short,15,68,60,,,,,,,,,,,,,,,
593,12/2/2022,S11,Short,16,70,62,,,,,,,,,,,,,,,
594,12/4/2022,S11,Short,16,72,64,,,,,,,,,,,,,,,
595,12/6/2022,S11,Short,16,74,66,,,,,,,,,,,,,,,
596,12/10/2022,S11,Short,18,78,70,,,,,,,,,,,,,,,
597,12/11/2022,S11,Short,NA,79,71,,,,,,,,,,,,,,,
598,12/13/2022,S11,Short,18,81,73,,,,,,,,,,,,,,,
599,12/15/2022,S11,Short,17,83,75,,,,,,,,,,,,,,,
600,12/17/2022,S11,Short,17,85,77,,,,,,,,,,,,,,,
601,9/28/2022,S12,Short,NA,5,,,,,,,,,,,,,,,,
602,9/29/2022,S12,Short,NA,6,,,,,,,,,,,,,,,,
603,9/30/2022,S12,Short,NA,7,,,,,,,,,,,,,,,,
604,10/1/2022,S12,Short,NA,8,,,,,,,,,,,,,,,,
605,10/2/2022,S12,Short,NA,9,,,,,,,,,,,,,,,,
606,10/3/2022,S12,Short,NA,10,,,,,,,,,,,,,,,,
607,10/4/2022,S12,Short,NA,11,,,,,,,,,,,,,,,,
608,10/5/2022,S12,Short,NA,12,,,,,,,,,,,,,,,,
609,10/6/2022,S12,Short,NA,13,,,,,,,,,,,,,,,,
610,10/7/2022,S12,Short,NA,14,,,,,,,,,,,,,,,,
611,10/8/2022,S12,Short,NA,15,,,,,,,,,,,,,,,,
612,10/9/2022,S12,Short,2,16,7,,,,,,,,,,,,,,,
613,10/10/2022,S12,Short,NA,17,8,,,,,,,,,,,,,,,
614,10/11/2022,S12,Short,NA,18,9,,,,,,,,,,,,,,,
615,10/12/2022,S12,Short,NA,19,10,,,,,,,,,,,,,,,
616,10/13/2022,S12,Short,NA,20,11,,,,,,,,,,,,,,,
617,10/14/2022,S12,Short,NA,21,12,,,,,,,,,,,,,,,
618,10/15/2022,S12,Short,NA,22,13,,,,,,,,,,,,,,,
619,10/16/2022,S12,Short,NA,23,14,,,,,,,,,,,,,,,
620,10/17/2022,S12,Short,NA,24,15,,,,,,,,,,,,,,,
621,10/18/2022,S12,Short,NA,25,16,,,,,,,,,,,,,,,
622,10/19/2022,S12,Short,NA,26,17,,,,,,,,,,,,,,,
623,10/21/2022,S12,Short,NA,28,19,,,,,,,,,,,,,,,
624,10/24/2022,S12,Short,NA,31,22,,,,,,,,,,,,,,,
625,10/24/2022,S12,Short,4,31,22,,,,,,,,,,,,,,,
626,10/25/2022,S12,Short,NA,32,23,,,,,,,,,,,,,,,
627,10/26/2022,S12,Short,4,33,24,,,,,,,,,,,,,,,
628,10/27/2022,S12,Short,4,34,25,,,,,,,,,,,,,,,
629,10/31/2022,S12,Short,5,38,29,,,,,,,,,,,,,,,
630,11/2/2022,S12,Short,6,40,31,,,,,,,,,,,,,,,
631,11/4/2022,S12,Short,6,42,33,,,,,,,,,,,,,,,
632,11/7/2022,S12,Short,6,45,36,,,,,,,,,,,,,,,
633,11/9/2022,S12,Short,7,47,38,,,,,,,,,,,,,,,
634,11/11/2022,S12,Short,8,49,40,,,,,,,,,,,,,,,
635,11/14/2022,S12,Short,9,52,43,,,,,,,,,,,,,,,
636,11/16/2022,S12,Short,9,54,45,,,,,,,,,,,,,,,
637,11/18/2022,S12,Short,10,56,47,,,,,,,,,,,,,,,
638,11/20/2022,S12,Short,10,58,49,,,,,,,,,,,,,,,
639,11/23/2022,S12,Short,11,61,52,,,,,,,,,,,,,,,
640,11/26/2022,S12,Short,11,64,55,,,,,,,,,,,,,,,
641,11/28/2022,S12,Short,11,66,57,,,,,,,,,,,,,,,
642,11/30/2022,S12,Short,12,68,59,,,,,,,,,,,,,,,
643,12/2/2022,S12,Short,14,70,61,,,,,,,,,,,,,,,
644,12/4/2022,S12,Short,14,72,63,,,,,,,,,,,,,,,
645,12/6/2022,S12,Short,14,74,65,,,,,,,,,,,,,,,
646,12/10/2022,S12,Short,15,78,69,,,,,,,,,,,,,,,
647,12/11/2022,S12,Short,NA,79,70,,,,,,,,,,,,,,,
648,12/13/2022,S12,Short,15,81,72,,,,,,,,,,,,,,,
649,12/15/2022,S12,Short,16,83,74,,,,,,,,,,,,,,,
650,12/17/2022,S12,Short,17,85,76,,,,,,,,,,,,,,,
651,9/28/2022,S13,Short,NA,3,,,,,,,,,,,,,,,,
652,9/29/2022,S13,Short,NA,4,,,,,,,,,,,,,,,,
653,9/30/2022,S13,Short,NA,5,,,,,,,,,,,,,,,,
654,10/1/2022,S13,Short,NA,6,,,,,,,,,,,,,,,,
655,10/2/2022,S13,Short,NA,7,,,,,,,,,,,,,,,,
656,10/3/2022,S13,Short,NA,8,,,,,,,,,,,,,,,,
657,10/4/2022,S13,Short,NA,9,,,,,,,,,,,,,,,,
658,10/5/2022,S13,Short,NA,10,,,,,,,,,,,,,,,,
659,10/6/2022,S13,Short,NA,11,,,,,,,,,,,,,,,,
660,10/7/2022,S13,Short,NA,12,,,,,,,,,,,,,,,,
661,10/8/2022,S13,Short,NA,13,,,,,,,,,,,,,,,,
662,10/9/2022,S13,Short,NA,14,,,,,,,,,,,,,,,,
663,10/10/2022,S13,Short,NA,15,,,,,,,,,,,,,,,,
664,10/11/2022,S13,Short,NA,16,,,,,,,,,,,,,,,,
665,10/12/2022,S13,Short,NA,17,,,,,,,,,,,,,,,,
666,10/13/2022,S13,Short,NA,18,,,,,,,,,,,,,,,,
667,10/14/2022,S13,Short,NA,19,,,,,,,,,,,,,,,,
668,10/15/2022,S13,Short,NA,20,,,,,,,,,,,,,,,,
669,10/16/2022,S13,Short,2,21,9,,,,,,,,,,,,,,,
670,10/17/2022,S13,Short,NA,22,10,,,,,,,,,,,,,,,
671,10/18/2022,S13,Short,NA,23,11,,,,,,,,,,,,,,,
672,10/19/2022,S13,Short,3,24,12,,,,,,,,,,,,,,,
673,10/21/2022,S13,Short,NA,26,14,,,,,,,,,,,,,,,
674,10/24/2022,S13,Short,NA,29,17,,,,,,,,,,,,,,,
675,10/24/2022,S13,Short,3,29,17,,,,,,,,,,,,,,,
676,10/25/2022,S13,Short,NA,30,18,,,,,,,,,,,,,,,
677,10/26/2022,S13,Short,4,31,19,,,,,,,,,,,,,,,
678,10/27/2022,S13,Short,4,32,20,,,,,,,,,,,,,,,
679,10/31/2022,S13,Short,5,36,24,,,,,,,,,,,,,,,
680,11/2/2022,S13,Short,5,38,26,,,,,,,,,,,,,,,
681,11/4/2022,S13,Short,6,40,28,,,,,,,,,,,,,,,
682,11/7/2022,S13,Short,6,43,31,,,,,,,,,,,,,,,
683,11/9/2022,S13,Short,6,45,33,,,,,,,,,,,,,,,
684,11/11/2022,S13,Short,6,47,35,,,,,,,,,,,,,,,
685,11/14/2022,S13,Short,6,50,38,,,,,,,,,,,,,,,
686,11/16/2022,S13,Short,7,52,40,,,,,,,,,,,,,,,
687,11/18/2022,S13,Short,9,54,42,,,,,,,,,,,,,,,
688,11/20/2022,S13,Short,9,56,44,,,,,,,,,,,,,,,
689,11/23/2022,S13,Short,9,59,47,,,,,,,,,,,,,,,
690,11/26/2022,S13,Short,11,62,50,,,,,,,,,,,,,,,
691,11/28/2022,S13,Short,12,64,52,,,,,,,,,,,,,,,
692,11/30/2022,S13,Short,12,66,54,,,,,,,,,,,,,,,
693,12/2/2022,S13,Short,14,68,56,,,,,,,,,,,,,,,
694,12/4/2022,S13,Short,16,70,58,,,,,,,,,,,,,,,
695,12/6/2022,S13,Short,16,72,60,,,,,,,,,,,,,,,
696,12/10/2022,S13,Short,17,76,64,,,,,,,,,,,,,,,
697,12/11/2022,S13,Short,NA,77,65,,,,,,,,,,,,,,,
698,12/13/2022,S13,Short,17,79,67,,,,,,,,,,,,,,,
699,12/15/2022,S13,Short,19,81,69,,,,,,,,,,,,,,,
700,12/17/2022,S13,Short,20,83,71,,,,,,,,,,,,,,,
701,9/28/2022,S15,Short,NA,3,,,,,,,,,,,,,,,,
702,9/29/2022,S15,Short,NA,4,,,,,,,,,,,,,,,,
703,9/30/2022,S15,Short,NA,5,,,,,,,,,,,,,,,,
704,10/1/2022,S15,Short,NA,6,,,,,,,,,,,,,,,,
705,10/2/2022,S15,Short,NA,7,,,,,,,,,,,,,,,,
706,10/3/2022,S15,Short,NA,8,,,,,,,,,,,,,,,,
707,10/4/2022,S15,Short,NA,9,,,,,,,,,,,,,,,,
708,10/5/2022,S15,Short,NA,10,,,,,,,,,,,,,,,,
709,10/6/2022,S15,Short,NA,11,,,,,,,,,,,,,,,,
710,10/7/2022,S15,Short,NA,12,,,,,,,,,,,,,,,,
711,10/8/2022,S15,Short,NA,13,,,,,,,,,,,,,,,,
712,10/9/2022,S15,Short,NA,14,,,,,,,,,,,,,,,,
713,10/10/2022,S15,Short,2,15,6,,,,,,,,,,,,,,,
714,10/11/2022,S15,Short,NA,16,7,,,,,,,,,,,,,,,
715,10/12/2022,S15,Short,NA,17,8,,,,,,,,,,,,,,,
716,10/13/2022,S15,Short,NA,18,9,,,,,,,,,,,,,,,
717,10/14/2022,S15,Short,NA,19,10,,,,,,,,,,,,,,,
718,10/15/2022,S15,Short,NA,20,11,,,,,,,,,,,,,,,
719,10/16/2022,S15,Short,NA,21,12,,,,,,,,,,,,,,,
